participantId,trialId,visualization,trialOrder,responseId,answers,correct_answers,error,cm_error,,,,
33803897-5f6e-4e84-926f-f7ff4667d6e7,Trial 34,pie ,34,q-numerical,75,75,0,0,,,,
33803897-5f6e-4e84-926f-f7ff4667d6e7,Trial 35,bar ,35,q-numerical,50,55,5,2.357552005,,,,
33803897-5f6e-4e84-926f-f7ff4667d6e7,Trial 36,bubble ,36,q-numerical,25,20,5,2.357552005,,,,
33803897-5f6e-4e84-926f-f7ff4667d6e7,Trial 37,pie ,37,q-numerical,30,25,5,2.357552005,,,,
33803897-5f6e-4e84-926f-f7ff4667d6e7,Trial 38,bar,38,q-numerical,40,40,0,0,,,,
33803897-5f6e-4e84-926f-f7ff4667d6e7,Trial 39,pie ,39,q-numerical,30,50,20,4.330916878,,,,
33803897-5f6e-4e84-926f-f7ff4667d6e7,Trial 40,pie ,40,q-numerical,50,55,5,2.357552005,,,,
33803897-5f6e-4e84-926f-f7ff4667d6e7,Trial 41,pie ,41,q-numerical,45,40,5,2.357552005,,,,
33803897-5f6e-4e84-926f-f7ff4667d6e7,Trial 42,pie ,42,q-numerical,70,65,5,2.357552005,,,,
33803897-5f6e-4e84-926f-f7ff4667d6e7,Trial 43,bubble ,43,q-numerical,80,70,10,3.339850003,,,,
33803897-5f6e-4e84-926f-f7ff4667d6e7,Trial 44,pie ,44,q-numerical,50,60,10,3.339850003,,,,
33803897-5f6e-4e84-926f-f7ff4667d6e7,Trial 45,bar,45,q-numerical,90,85,5,2.357552005,,,,
33803897-5f6e-4e84-926f-f7ff4667d6e7,Trial 46,bubble ,46,q-numerical,25,15,10,3.339850003,,,,
33803897-5f6e-4e84-926f-f7ff4667d6e7,Trial 47,bubble ,47,q-numerical,80,80,0,0,,,,
33803897-5f6e-4e84-926f-f7ff4667d6e7,Trial 48,bubble ,48,q-numerical,40,35,5,2.357552005,,,,
33803897-5f6e-4e84-926f-f7ff4667d6e7,Trial 49,bubble ,49,q-numerical,35,50,15,3.918863237,,,,
33803897-5f6e-4e84-926f-f7ff4667d6e7,Trial 50,pie ,50,q-numerical,100,85,15,3.918863237,,,,
33803897-5f6e-4e84-926f-f7ff4667d6e7,Trial 51,pie ,51,q-numerical,20,20,0,0,,,,
33803897-5f6e-4e84-926f-f7ff4667d6e7,Trial 52,bar ,52,q-numerical,60,65,5,2.357552005,,,,
33803897-5f6e-4e84-926f-f7ff4667d6e7,Trial 53,bar ,53,q-numerical,20,20,0,0,,,,
33803897-5f6e-4e84-926f-f7ff4667d6e7,Trial 54,pie ,54,q-numerical,100,90,10,3.339850003,,,,
33803897-5f6e-4e84-926f-f7ff4667d6e7,Trial 55,bar,55,q-numerical,30,30,0,0,,,,
33803897-5f6e-4e84-926f-f7ff4667d6e7,Trial 56,bubble ,56,q-numerical,15,15,0,0,,,,
33803897-5f6e-4e84-926f-f7ff4667d6e7,Trial 57,bar ,57,q-numerical,45,45,0,0,,,,
33803897-5f6e-4e84-926f-f7ff4667d6e7,Trial 58,bar ,58,q-numerical,50,55,5,2.357552005,,,,
33803897-5f6e-4e84-926f-f7ff4667d6e7,Trial 59,bar ,59,q-numerical,70,75,5,2.357552005,,,,
33803897-5f6e-4e84-926f-f7ff4667d6e7,Trial 60,bubble ,60,q-numerical,80,75,5,2.357552005,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 1,bubble ,1,q-numerical,90,85,5,2.357552005,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 2,bar ,2,q-numerical,10,10,0,0,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 3,bar ,3,q-numerical,60,50,10,3.339850003,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 4,bubble ,4,q-numerical,50,60,10,3.339850003,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 5,pie ,5,q-numerical,5,10,5,2.357552005,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 6,bubble ,6,q-numerical,90,90,0,0,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 7,pie ,7,q-numerical,21,15,6,2.614709844,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 8,bubble ,8,q-numerical,14,10,4,2.044394119,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 9,bar ,9,q-numerical,82,70,12,3.599912842,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 10,pie ,10,q-numerical,46,45,1,0.169925001,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 11,bar ,11,q-numerical,36,40,4,2.044394119,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 12,pie ,12,q-numerical,74,65,9,3.189824559,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 13,bubble ,13,q-numerical,41,40,1,0.169925001,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 14,bubble ,14,q-numerical,35,30,5,2.357552005,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 15,bar ,15,q-numerical,86,80,6,2.614709844,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 16,bar ,16,q-numerical,82,80,2,1.087462841,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 17,pie ,17,q-numerical,92,80,12,3.599912842,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 18,bubble ,18,q-numerical,44,45,1,0.169925001,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 19,pie ,19,q-numerical,28,30,2,1.087462841,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 20,bar ,20,q-numerical,18,25,7,2.832890014,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 21,pie ,21,q-numerical,35,35,0,0,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 22,pie ,22,q-numerical,81,70,11,3.475733431,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 23,bar ,23,q-numerical,97,90,7,2.832890014,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 24,bubble ,24,q-numerical,28,25,3,1.64385619,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 25,pie ,25,q-numerical,14,25,11,3.475733431,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 26,bubble ,26,q-numerical,78,65,13,3.714245518,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 27,bar ,27,q-numerical,38,35,3,1.64385619,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 28,bubble ,28,q-numerical,42,50,8,3.022367813,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 29,bar ,29,q-numerical,56,60,4,2.044394119,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 30,bar ,30,q-numerical,12,15,3,1.64385619,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 31,bubble ,31,q-numerical,43,55,12,3.599912842,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 32,pie ,32,q-numerical,34,35,1,0.169925001,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 33,bubble ,33,q-numerical,27,30,3,1.64385619,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 34,pie ,34,q-numerical,87,75,12,3.599912842,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 35,bar ,35,q-numerical,48,55,7,2.832890014,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 36,bubble ,36,q-numerical,21,20,1,0.169925001,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 37,pie ,37,q-numerical,18,25,7,2.832890014,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 38,bar,38,q-numerical,23,40,17,4.098032083,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 39,pie ,39,q-numerical,58,50,8,3.022367813,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 40,pie ,40,q-numerical,57,55,2,1.087462841,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 41,pie ,41,q-numerical,49,40,9,3.189824559,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 42,pie ,42,q-numerical,98,65,33,5.049848549,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 43,bubble ,43,q-numerical,83,70,13,3.714245518,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 44,pie ,44,q-numerical,56,60,4,2.044394119,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 45,bar,45,q-numerical,88,85,3,1.64385619,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 46,bubble ,46,q-numerical,23,15,8,3.022367813,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 47,bubble ,47,q-numerical,85,80,5,2.357552005,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 48,bubble ,48,q-numerical,22,35,13,3.714245518,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 49,bubble ,49,q-numerical,32,50,18,4.17990909,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 50,pie ,50,q-numerical,78,85,7,2.832890014,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 51,pie ,51,q-numerical,24,20,4,2.044394119,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 52,bar ,52,q-numerical,68,65,3,1.64385619,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 53,bar ,53,q-numerical,17,20,3,1.64385619,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 54,pie ,54,q-numerical,94,90,4,2.044394119,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 55,bar,55,q-numerical,26,30,4,2.044394119,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 56,bubble ,56,q-numerical,18,15,3,1.64385619,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 57,bar ,57,q-numerical,36,45,9,3.189824559,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 58,bar ,58,q-numerical,66,55,11,3.475733431,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 59,bar ,59,q-numerical,87,75,12,3.599912842,,,,
834709ec-b545-4f65-940e-768b8f484d23,Trial 60,bubble ,60,q-numerical,83,75,8,3.022367813,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 1,bubble ,1,q-numerical,80,85,5,2.357552005,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 2,bar ,2,q-numerical,10,10,0,0,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 3,bar ,3,q-numerical,40,50,10,3.339850003,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 4,bubble ,4,q-numerical,60,60,0,0,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 5,pie ,5,q-numerical,10,10,0,0,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 6,bubble ,6,q-numerical,99,90,9,3.189824559,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 7,pie ,7,q-numerical,15,15,0,0,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 8,bubble ,8,q-numerical,10,10,0,0,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 9,bar ,9,q-numerical,65,70,5,2.357552005,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 10,pie ,10,q-numerical,30,45,15,3.918863237,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 11,bar ,11,q-numerical,40,40,0,0,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 12,pie ,12,q-numerical,80,65,15,3.918863237,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 13,bubble ,13,q-numerical,40,40,0,0,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 14,bubble ,14,q-numerical,30,30,0,0,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 15,bar ,15,q-numerical,85,80,5,2.357552005,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 16,bar ,16,q-numerical,70,80,10,3.339850003,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 17,pie ,17,q-numerical,100,80,20,4.330916878,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 18,bubble ,18,q-numerical,60,45,15,3.918863237,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 19,pie ,19,q-numerical,20,30,10,3.339850003,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 20,bar ,20,q-numerical,30,25,5,2.357552005,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 21,pie ,21,q-numerical,40,35,5,2.357552005,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 22,pie ,22,q-numerical,80,70,10,3.339850003,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 23,bar ,23,q-numerical,90,90,0,0,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 24,bubble ,24,q-numerical,20,25,5,2.357552005,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 25,pie ,25,q-numerical,40,25,15,3.918863237,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 26,bubble ,26,q-numerical,70,65,5,2.357552005,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 27,bar ,27,q-numerical,25,35,10,3.339850003,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 28,bubble ,28,q-numerical,80,50,30,4.912889336,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 29,bar ,29,q-numerical,60,60,0,0,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 30,bar ,30,q-numerical,10,15,5,2.357552005,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 31,bubble ,31,q-numerical,50,55,5,2.357552005,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 32,pie ,32,q-numerical,35,35,0,0,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 33,bubble ,33,q-numerical,30,30,0,0,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 34,pie ,34,q-numerical,70,75,5,2.357552005,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 35,bar ,35,q-numerical,60,55,5,2.357552005,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 36,bubble ,36,q-numerical,20,20,0,0,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 37,pie ,37,q-numerical,30,25,5,2.357552005,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 38,bar,38,q-numerical,40,40,0,0,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 39,pie ,39,q-numerical,40,50,10,3.339850003,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 40,pie ,40,q-numerical,50,55,5,2.357552005,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 41,pie ,41,q-numerical,40,40,0,0,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 42,pie ,42,q-numerical,60,65,5,2.357552005,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 43,bubble ,43,q-numerical,90,70,20,4.330916878,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 44,pie ,44,q-numerical,35,60,25,4.651051691,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 45,bar,45,q-numerical,80,85,5,2.357552005,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 46,bubble ,46,q-numerical,10,15,5,2.357552005,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 47,bubble ,47,q-numerical,99,80,19,4.257387843,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 48,bubble ,48,q-numerical,25,35,10,3.339850003,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 49,bubble ,49,q-numerical,75,50,25,4.651051691,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 50,pie ,50,q-numerical,100,85,15,3.918863237,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 51,pie ,51,q-numerical,10,20,10,3.339850003,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 52,bar ,52,q-numerical,40,65,25,4.651051691,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 53,bar ,53,q-numerical,20,20,0,0,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 54,pie ,54,q-numerical,100,90,10,3.339850003,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 55,bar,55,q-numerical,30,30,0,0,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 56,bubble ,56,q-numerical,15,15,0,0,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 57,bar ,57,q-numerical,40,45,5,2.357552005,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 58,bar ,58,q-numerical,50,55,5,2.357552005,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 59,bar ,59,q-numerical,70,75,5,2.357552005,,,,
8358b31e-c2ba-46ad-9832-d9136cfd5190,Trial 60,bubble ,60,q-numerical,75,75,0,0,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 1,bubble ,1,q-numerical,80,85,5,2.357552005,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 2,bar ,2,q-numerical,10,10,0,0,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 3,bar ,3,q-numerical,50,50,0,0,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 4,bubble ,4,q-numerical,50,60,10,3.339850003,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 5,pie ,5,q-numerical,10,10,0,0,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 6,bubble ,6,q-numerical,90,90,0,0,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 7,pie ,7,q-numerical,20,15,5,2.357552005,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 8,bubble ,8,q-numerical,10,10,0,0,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 9,bar ,9,q-numerical,70,70,0,0,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 10,pie ,10,q-numerical,25,45,20,4.330916878,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 11,bar ,11,q-numerical,35,40,5,2.357552005,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 12,pie ,12,q-numerical,70,65,5,2.357552005,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 13,bubble ,13,q-numerical,40,40,0,0,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 14,bubble ,14,q-numerical,30,30,0,0,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 15,bar ,15,q-numerical,80,80,0,0,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 16,bar ,16,q-numerical,88,80,8,3.022367813,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 17,pie ,17,q-numerical,80,80,0,0,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 18,bubble ,18,q-numerical,60,45,15,3.918863237,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 19,pie ,19,q-numerical,20,30,10,3.339850003,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 20,bar ,20,q-numerical,20,25,5,2.357552005,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 21,pie ,21,q-numerical,25,35,10,3.339850003,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 22,pie ,22,q-numerical,70,70,0,0,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 23,bar ,23,q-numerical,90,90,0,0,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 24,bubble ,24,q-numerical,30,25,5,2.357552005,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 25,pie ,25,q-numerical,20,25,5,2.357552005,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 26,bubble ,26,q-numerical,65,65,0,0,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 27,bar ,27,q-numerical,30,35,5,2.357552005,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 28,bubble ,28,q-numerical,50,50,0,0,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 29,bar ,29,q-numerical,60,60,0,0,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 30,bar ,30,q-numerical,10,15,5,2.357552005,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 31,bubble ,31,q-numerical,60,55,5,2.357552005,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 32,pie ,32,q-numerical,50,35,15,3.918863237,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 33,bubble ,33,q-numerical,30,30,0,0,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 34,pie ,34,q-numerical,70,75,5,2.357552005,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 35,bar ,35,q-numerical,60,55,5,2.357552005,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 36,bubble ,36,q-numerical,20,20,0,0,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 37,pie ,37,q-numerical,20,25,5,2.357552005,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 38,bar,38,q-numerical,30,40,10,3.339850003,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 39,pie ,39,q-numerical,40,50,10,3.339850003,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 40,pie ,40,q-numerical,2,55,53,5.731319031,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 41,pie ,41,q-numerical,3,40,37,5.214319121,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 42,pie ,42,q-numerical,66,65,1,0.169925001,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 43,bubble ,43,q-numerical,70,70,0,0,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 44,pie ,44,q-numerical,50,60,10,3.339850003,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 45,bar,45,q-numerical,80,85,5,2.357552005,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 46,bubble ,46,q-numerical,10,15,5,2.357552005,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 47,bubble ,47,q-numerical,90,80,10,3.339850003,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 48,bubble ,48,q-numerical,20,35,15,3.918863237,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 49,bubble ,49,q-numerical,50,50,0,0,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 50,pie ,50,q-numerical,50,85,35,5.13442632,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 51,pie ,51,q-numerical,10,20,10,3.339850003,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 52,bar ,52,q-numerical,70,65,5,2.357552005,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 53,bar ,53,q-numerical,15,20,5,2.357552005,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 54,pie ,54,q-numerical,90,90,0,0,,,,
ccdc6873-fe52-4c42-8711-110da2ba1400,Trial 55,bar,55,q-numerical,30,30,0,0,,,,
